obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpedia.uri,num.entry,num.exit,num.exitcode,num.posttenurefate,fties,ftcur
SWA-1982,823acba6-1e42-11e4-b4cd-db5882bf8def,572,SWA,Dzeliwe Shongwe,1982-08-21,1983-08-10,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,OK,M,1927,-777,NA,NA,NA,0,3,8,0,NA,NA
SWA-1983,823acba7-1e42-11e4-b4cd-db5882bf8def,572,SWA,Ntombe Thwala,1983-08-10,1986-04-25,Regular,Regular,Regular,0,OK,M,1950,-777,NA,NA,NA,0,1,0,0,NA,NA
SWA-1986,823acba8-1e42-11e4-b4cd-db5882bf8def,572,SWA,Mswati,1986-04-25,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1968,-777,1968-04-18,NA,NA,0,-888,-888,-888,NA,NA
PAN-1949-3,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1949-11-25,1951-05-10,Irregular,Regular,Regular,1,Imprisonment,M,1901,1988,1901-08-15,1988-08-10,NA,1,1,0,2,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1
PAN-1968-1,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1968-10-01,1968-10-12,Regular,Irregular,"Removed by Military, without Foreign Support",2,Exile,M,1901,1988,1901-08-15,1988-08-10,NA,0,3,6,1,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1
URU-1976-2,820656dc-1e42-11e4-b4cd-db5882bf8def,165,URU,Mendez Manfredini,1976-09-01,1981-09-01,Irregular,Regular,Regular,0,OK,M,1904,1988,1904-04-24,1988-06-26,NA,1,1,0,0,NA,NA
NTH-1948,82096425-1e42-11e4-b4cd-db5882bf8def,210,NTH,Drees,1948-08-07,1958-12-22,Regular,Regular,Regular,0,OK,M,1886,1988,1886-07-05,1988-05-14,http://dbpedia.org/resource/Willem_Drees,0,1,0,0,NA,NA
BEL-1949,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, G.",1949-08-10,1950-03-18,Regular,Regular,Regular,0,OK,M,1905,1988,1905-04-01,1988-01-03,NA,0,1,0,0,"Father of Eyskens, M.%820ab9ff-1e42-11e4-b4cd-db5882bf8def",0
MAG-1975-3,823afc7d-1e42-11e4-b4cd-db5882bf8def,580,MAG,Ratsiraka,1975-06-15,1993-03-27,Regular,Regular,Regular,0,OK,M,1936,-777,1936-11-04,NA,NA,0,1,0,0,NA,NA
MAG-1993,823afc7e-1e42-11e4-b4cd-db5882bf8def,580,MAG,Zafy,1993-03-27,1996-09-05,Regular,Regular,Regular,0,OK,M,1927,-777,NA,NA,NA,0,1,0,0,NA,NA
MAG-1996,823b2d4c-1e42-11e4-b4cd-db5882bf8def,580,MAG,Ratsirahonana,1996-09-05,1997-02-09,Regular,Regular,Regular,0,OK,M,1938,-777,NA,NA,NA,0,1,0,0,NA,NA
MAG-1997,823afc7d-1e42-11e4-b4cd-db5882bf8def,580,MAG,Ratsiraka,1997-02-09,2002-07-06,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",1,Exile,M,1936,-777,1936-11-04,NA,NA,0,3,8,1,NA,NA
MAG-2002,823b2d4d-1e42-11e4-b4cd-db5882bf8def,580,MAG,Marc Ravalomanana,2002-07-06,2009-03-17,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1949,-777,1949-12-12,NA,http://dbpedia.org/resource/Marc_Ravalomanana,1,3,6,1,NA,NA
MAG-2009,82542a55-1e42-11e4-b4cd-db5882bf8def,580,MAG,Rajoelina,2009-03-17,2014-01-25,Irregular,Regular,Regular,0,OK,M,1974,-777,1974-05-30,NA,NA,1,1,0,0,NA,NA
MAG-2014,149fc377-aae0-11e4-b3bc-29f2fa19767e,580,MAG,Rajaonarimampianina,2014-01-25,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1958,-777,1958-11-06,NA,NA,0,-888,-888,-888,NA,NA
BEL-1958,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, G.",1958-06-25,1961-03-27,Regular,Regular,Regular,1,OK,M,1905,1988,1905-04-01,1988-01-03,NA,0,1,0,0,"Father of Eyskens, M.%820ab9ff-1e42-11e4-b4cd-db5882bf8def",0
BEL-1968,820a8927-1e42-11e4-b4cd-db5882bf8def,211,BEL,"Eyskens, G.",1968-06-17,1973-01-26,Regular,Regular,Regular,2,OK,M,1905,1988,1905-04-01,1988-01-03,NA,0,1,0,0,"Father of Eyskens, M.%820ab9ff-1e42-11e4-b4cd-db5882bf8def",0
FRN-1952-1,820d34ca-1e42-11e4-b4cd-db5882bf8def,220,FRN,Faure,1952-01-18,1952-02-29,Regular,Regular,Regular,0,OK,M,1908,1988,1908-08-18,1988-03-30,http://dbpedia.org/resource/Edgar_Faure,0,1,0,0,NA,NA
FRN-1955,820d34ca-1e42-11e4-b4cd-db5882bf8def,220,FRN,Faure,1955-02-23,1956-01-19,Regular,Regular,Regular,1,OK,M,1908,1988,1908-08-18,1988-03-30,http://dbpedia.org/resource/Edgar_Faure,0,1,0,0,NA,NA
GFR-1966,821412c0-1e42-11e4-b4cd-db5882bf8def,260,GFR,Kiesinger,1966-12-01,1969-10-21,Regular,Regular,Regular,0,OK,M,1904,1988,1904-04-06,1988-03-09,http://dbpedia.org/resource/Kurt_Georg_Kiesinger,0,1,0,0,NA,NA
COM-1995-2,823b5e2a-1e42-11e4-b4cd-db5882bf8def,581,COM,el-Yachroutu,1995-10-05,1996-01-26,Regular,Regular,Regular,0,OK,M,1948,-777,NA,NA,NA,0,1,0,0,NA,NA
RUS-1953-1,822078d0-1e42-11e4-b4cd-db5882bf8def,365,RUS,Malenkov,1953-03-06,1953-03-20,Regular,Regular,Regular,0,OK,M,1902,1988,1902-01-21,1988-01-14,NA,0,1,0,0,NA,NA
SIE-1968,822f8a8f-1e42-11e4-b4cd-db5882bf8def,451,SIE,Stevens,1968-04-19,1985-11-28,Irregular,Regular,Regular,0,OK,M,1905,1988,1905-08-24,NA,http://dbpedia.org/resource/Siaka_Stevens,1,1,0,0,NA,NA
TUR-1972,823d4681-1e42-11e4-b4cd-db5882bf8def,640,TUR,Melen,1972-05-22,1973-04-15,Regular,Regular,Regular,0,OK,M,1906,1988,NA,1988-09-03,NA,0,1,0,0,NA,NA
COM-1999,823b5e2c-1e42-11e4-b4cd-db5882bf8def,581,COM,Azali Assoumani,1999-04-30,2002-01-21,Irregular,Regular,Regular,0,OK,M,1959,-777,NA,NA,NA,1,1,0,0,NA,NA
COM-2002-1,823b5e2d-1e42-11e4-b4cd-db5882bf8def,581,COM,Hamada Madi,2002-01-22,2002-05-26,Regular,Regular,Regular,0,OK,M,1965,-777,NA,NA,NA,0,1,0,0,NA,NA
COM-2002-2,823b5e2c-1e42-11e4-b4cd-db5882bf8def,581,COM,Azali Assoumani,2002-05-27,2006-05-26,Regular,Regular,Regular,1,OK,M,1959,-777,NA,NA,NA,0,1,0,0,NA,NA
COM-2006,82542a56-1e42-11e4-b4cd-db5882bf8def,581,COM,Sambi,2006-05-26,2011-05-26,Regular,Regular,Regular,0,OK,M,1958,-777,1958-06-05,NA,NA,0,1,0,0,NA,NA
COM-2011,82542a57-1e42-11e4-b4cd-db5882bf8def,581,COM,Dhoinine,2011-05-26,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1962,-777,1962-08-14,NA,NA,0,-888,-888,-888,NA,NA
TAW-1978,82451898-1e42-11e4-b4cd-db5882bf8def,713,TAW,Chiang Ching-Kuo,1978-05-20,1988-01-13,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1910,1988,1910-03-18,NA,http://dbpedia.org/resource/Chiang_Ching-kuo,0,2,0,-777,Son of Chiang Kai-shek%8244e7c8-1e42-11e4-b4cd-db5882bf8def,1
MAS-1982,823b5e2f-1e42-11e4-b4cd-db5882bf8def,590,MAS,Anerood Jugnauth,1982-06-16,1995-12-22,Regular,Regular,Regular,0,OK,M,1930,-777,1930-03-29,NA,http://dbpedia.org/resource/Anerood_Jugnauth,0,1,0,0,NA,NA
MAS-1995,823b8efe-1e42-11e4-b4cd-db5882bf8def,590,MAS,Ramgoolam N.,1995-12-22,2000-09-17,Regular,Regular,Regular,0,OK,M,1947,-777,NA,NA,NA,0,1,0,0,Son of Ramgoolam%823b5e2e-1e42-11e4-b4cd-db5882bf8def,1
MAS-2000,823b5e2f-1e42-11e4-b4cd-db5882bf8def,590,MAS,Anerood Jugnauth,2000-09-18,2003-09-30,Regular,Regular,Regular,1,OK,M,1930,-777,1930-03-29,NA,http://dbpedia.org/resource/Anerood_Jugnauth,0,1,0,0,NA,NA
MAS-2003,823b8eff-1e42-11e4-b4cd-db5882bf8def,590,MAS,Paul Berenger,2003-09-30,2005-07-05,Regular,Regular,Regular,0,OK,M,1945,-777,1945-03-26,NA,http://dbpedia.org/resource/Paul_B%C3%A9renger,0,1,0,0,NA,NA
MAS-2005,823b8efe-1e42-11e4-b4cd-db5882bf8def,590,MAS,Navin Ramgoolam,2005-07-05,2014-12-17,Regular,Regular,Regular,1,OK,M,1947,-777,1947-07-14,NA,NA,0,1,0,0,Son of Ramgoolam%823b5e2e-1e42-11e4-b4cd-db5882bf8def,1
MAS-2014,823b5e2f-1e42-11e4-b4cd-db5882bf8def,590,MAS,Anerood Jugnauth,2014-12-17,2015-12-31,Regular,Still in Office,Still in Office,2,Leader Still in Office,M,1930,-777,1930-03-29,NA,NA,0,-888,-888,-888,NA,NA
ROK-1960-1,8245496e-1e42-11e4-b4cd-db5882bf8def,732,ROK,Ho Chong,1960-04-27,1960-08-12,Regular,Regular,Regular,0,OK,M,1896,1988,NA,NA,NA,0,1,0,0,NA,NA
JPN-1974,8246d01b-1e42-11e4-b4cd-db5882bf8def,740,JPN,Miki,1974-12-09,1976-12-24,Regular,Regular,Regular,0,OK,M,1907,1988,1907-03-17,NA,http://dbpedia.org/resource/Takeo_Miki,0,1,0,0,NA,NA
PAK-1977,8248878b-1e42-11e4-b4cd-db5882bf8def,770,PAK,Zia,1977-07-05,1988-08-17,Irregular,Irregular,"Irregular, Other",0,Death,M,1924,1988,1924-08-12,1988-08-17,http://dbpedia.org/resource/Muhammad_Zia-ul-Haq,1,3,111,3,NA,NA
THI-1946,29661864-ffc7-11e4-845e-5f840c75e216,800,THI,Thawan Thamrongnawasawat,1946-08-23,1947-11-08,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1901,1988,1901-11-21,1988-12-03,NA,0,3,6,0,NA,NA
MOR-1999,823bbfd3-1e42-11e4-b4cd-db5882bf8def,600,MOR,Muhammad VI,1999-07-23,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1963,-777,1963-08-21,NA,NA,0,-888,-888,-888,NA,NA
DRV-1986-1,824bf689-1e42-11e4-b4cd-db5882bf8def,816,DRV,Truong Chinh,1986-07-10,1986-12-18,Regular,Regular,Regular,0,OK,M,1907,1988,NA,NA,NA,0,1,0,0,NA,NA
AUL-1971,824e4082-1e42-11e4-b4cd-db5882bf8def,900,AUL,McMahon,1971-03-10,1972-12-05,Regular,Regular,Regular,0,OK,M,1908,1988,1908-02-23,1988-03-31,http://dbpedia.org/resource/William_McMahon,0,1,0,0,NA,NA
NEW-1972-1,824f03de-1e42-11e4-b4cd-db5882bf8def,920,NEW,Marshall,1972-02-07,1972-12-08,Regular,Regular,Regular,0,OK,M,1912,1988,1912-03-05,1988-08-30,http://dbpedia.org/resource/Jack_Marshall,0,1,0,0,NA,NA
VEN-1958-2,81f5ef4b-1e42-11e4-b4cd-db5882bf8def,101,VEN,Sanabria,1958-11-14,1959-02-13,Regular,Regular,Regular,0,OK,M,1911,1989,NA,NA,http://dbpedia.org/resource/Edgar_Sanabria,0,1,0,0,NA,NA
PER-1945,81f9bff1-1e42-11e4-b4cd-db5882bf8def,135,PER,Bustamante,1945-07-28,1948-10-28,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1894,1989,1894-01-15,1989-01-11,http://dbpedia.org/resource/Jos%C3%A9_Bustamante_y_Rivero,0,3,6,1,NA,NA
SPN-1975-2,82122a6e-1e42-11e4-b4cd-db5882bf8def,230,SPN,Arias Navarro,1975-11-09,1976-07-01,Regular,Regular,Regular,0,OK,M,1908,1989,1908-12-11,1989-11-27,NA,0,1,0,0,NA,NA
ALG-1992-2,823bf0a8-1e42-11e4-b4cd-db5882bf8def,615,ALG,Kafi,1992-07-02,1994-01-31,Regular,Regular,Regular,0,OK,M,1928,-777,NA,NA,NA,0,1,0,0,NA,NA
ALG-1994,823bf0a9-1e42-11e4-b4cd-db5882bf8def,615,ALG,Zeroual,1994-01-31,1999-04-27,Regular,Regular,Regular,0,OK,M,1941,-777,NA,NA,NA,0,1,0,0,NA,NA
ALG-1999,823bf0aa-1e42-11e4-b4cd-db5882bf8def,615,ALG,Bouteflika,1999-04-27,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1937,-777,1937-03-02,NA,http://dbpedia.org/resource/Abdelaziz_Bouteflika,0,-888,-888,-888,NA,NA
POL-1956-1,8214a53f-1e42-11e4-b4cd-db5882bf8def,290,POL,Ochab,1956-03-20,1956-10-21,Regular,Regular,Regular,0,OK,M,1906,1989,NA,NA,http://dbpedia.org/resource/Edward_Ochab,0,1,0,0,NA,NA
HUN-1956-3,821750ea-1e42-11e4-b4cd-db5882bf8def,310,HUN,Kadar,1956-11-04,1988-05-22,Foreign Imposition,Regular,Regular,0,OK,M,1912,1989,1912-05-26,1989-07-06,http://dbpedia.org/resource/J%C3%A1nos_K%C3%A1d%C3%A1r,2,1,0,0,NA,NA
RUM-1965,821fb584-1e42-11e4-b4cd-db5882bf8def,360,RUM,Ceausescu,1965-03-22,1989-12-25,Regular,Irregular,"Popular Protest, without Foreign Support",0,Death,M,1918,1989,1918-01-26,1989-12-25,http://dbpedia.org/resource/Nicolae_Ceau%C5%9Fescu,0,3,2,3,NA,NA
TUN-1987,823c217c-1e42-11e4-b4cd-db5882bf8def,616,TUN,Zine Al-Abidine Ben Ali,1987-11-07,2011-01-14,Irregular,Irregular,"Popular Protest, without Foreign Support",0,Exile,M,1936,-777,1936-09-03,NA,http://dbpedia.org/resource/Zine_El_Abidine_Ben_Ali,1,3,2,1,NA,NA
TUN-2011-1,82542a58-1e42-11e4-b4cd-db5882bf8def,616,TUN,Ghannouchi,2011-01-14,2011-01-15,Regular,Regular,Regular,0,OK,M,1941,-777,NA,NA,NA,0,1,0,0,NA,NA
TUN-2011-2,82542a59-1e42-11e4-b4cd-db5882bf8def,616,TUN,Mebazaa,2011-01-15,2011-12-13,Regular,Regular,Regular,0,OK,M,1933,-777,NA,NA,NA,0,1,0,0,NA,NA
TUN-2011-3,82545b28-1e42-11e4-b4cd-db5882bf8def,616,TUN,Marzouki,2011-12-13,2014-12-31,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1945,-777,1945-07-07,NA,NA,0,1,0,-999,NA,NA
TUN-2014,0eddd610-df39-11e5-ba44-bb6d7c1a9a58,616,TUN,Caid Essebsi,2014-12-31,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1926,-777,1926-10-29,NA,NA,0,-888,-888,-888,NA,NA
DEN-1968,8227e946-1e42-11e4-b4cd-db5882bf8def,390,DEN,Baunsgaard,1968-02-18,1971-10-06,Regular,Regular,Regular,0,OK,M,1920,1989,1920-02-26,1989-06-30,http://dbpedia.org/resource/Hilmar_Baunsgaard,0,1,0,0,NA,NA
LIB-1969,823c217e-1e42-11e4-b4cd-db5882bf8def,620,LIB,Qaddafi,1969-09-01,2011-08-23,Irregular,Irregular,"Removed by Rebels, with Foreign Support",0,Death,M,1942,-777,NA,NA,NA,1,3,3,3,NA,NA
LIB-2011,82545b29-1e42-11e4-b4cd-db5882bf8def,620,LIB,Mustafa Jalil,2011-08-23,2012-08-08,Irregular,Regular,Regular,0,OK,M,1952,-777,NA,NA,NA,1,1,0,0,NA,NA
LIB-2012-1,149fc378-aae0-11e4-b3bc-29f2fa19767e,620,LIB,Mohammed Ali Salim,2012-08-08,2012-08-09,Regular,Regular,Regular,0,OK,M,1953,-777,NA,NA,NA,0,1,0,0,NA,NA
LIB-2012-2,149fc379-aae0-11e4-b3bc-29f2fa19767e,620,LIB,Mohammed Magariaf,2012-08-09,2013-05-28,Regular,Regular,Regular,0,OK,M,1940,-777,NA,NA,NA,0,1,0,0,NA,NA
LIB-2013-1,149fea90-aae0-11e4-b3bc-29f2fa19767e,620,LIB,Giuma Ahmed Atigha,2013-05-28,2013-06-25,Regular,Regular,Regular,0,OK,M,1950,-777,NA,NA,NA,0,1,0,0,NA,NA
LIB-2013-2,2b3c671f-3481-11e4-8dba-bbcd9ed46413,620,LIB,Nouri Abusahmain,2013-06-25,2014-08-04,Regular,Regular,Regular,0,OK,M,-999,-777,NA,NA,NA,0,1,0,0,NA,NA
LIB-2014,149fea91-aae0-11e4-b3bc-29f2fa19767e,620,LIB,Akila Saleh Issa,2014-08-05,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1944,-777,NA,NA,NA,0,-888,-888,-888,NA,NA
BEN-1964,822b8914-1e42-11e4-b4cd-db5882bf8def,434,BEN,Apithy,1964-01-19,1965-11-29,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1913,1989,1913-04-08,NA,NA,1,3,6,2,NA,NA
NIR-1960,822d0fbe-1e42-11e4-b4cd-db5882bf8def,436,NIR,Diori,1960-10-03,1974-04-15,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1916,1989,1916-06-06,1989-04-23,http://dbpedia.org/resource/Hamani_Diori,0,3,6,2,NA,NA
CAO-1960,82304de8-1e42-11e4-b4cd-db5882bf8def,471,CAO,Ahidjo,1960-01-01,1982-11-06,Regular,Retired Due to Ill Health,Regular,0,Exile,M,1924,1989,1924-08-24,1989-11-30,http://dbpedia.org/resource/Ahmadou_Ahidjo,0,2.1,0,1,NA,NA
GAB-1964-1,8230e063-1e42-11e4-b4cd-db5882bf8def,481,GAB,Aubaume,1964-02-17,1964-02-19,Irregular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1912,1989,1912-11-10,NA,NA,1,4,9,2,NA,NA
MAG-1975-2,823afc7c-1e42-11e4-b4cd-db5882bf8def,580,MAG,Gilles Andriamahazo,1975-02-11,1975-06-15,Irregular,Regular,Regular,0,OK,M,1919,1989,1919-05-05,NA,NA,1,1,0,0,NA,NA
SUD-1966,823c5252-1e42-11e4-b4cd-db5882bf8def,625,SUD,Sadiq al-Mahdi,1966-07-26,1967-05-15,Regular,Regular,Regular,0,OK,M,1935,-777,1935-12-25,NA,NA,0,1,0,0,NA,NA
COM-1975-1,823b2d4e-1e42-11e4-b4cd-db5882bf8def,581,COM,Abdallah,1975-07-06,1975-08-03,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1919,1989,NA,1989-11-26,http://dbpedia.org/resource/Ahmed_Abdallah,1,3,4,1,Half-brother of Djohar%823b2d51-1e42-11e4-b4cd-db5882bf8def,0
IRN-1979,823cb3fb-1e42-11e4-b4cd-db5882bf8def,630,IRN,Ayatollah Khomeini,1979-02-01,1989-06-03,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1902,1989,1902-09-24,1989-06-03,http://dbpedia.org/resource/Ruhollah_Khomeini,1,2,0,-777,NA,NA
LEB-1989-1,823ff223-1e42-11e4-b4cd-db5882bf8def,660,LEB,Moawad,1989-11-05,1989-11-22,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Death,M,1925,1989,1925-04-17,1989-11-22,http://dbpedia.org/resource/Ren%C3%A9_Moawad,0,3,4,3,Relative-in-law of EL Khoury%197926f8-3bbd-11e5-afeb-eb6f07f9fec7,1
PHI-1965,824cb9e5-1e42-11e4-b4cd-db5882bf8def,840,PHI,Marcos,1965-12-30,1986-02-25,Regular,Irregular,"Popular Protest, without Foreign Support",0,Exile,M,1917,1989,1917-09-11,1989-09-28,http://dbpedia.org/resource/Ferdinand_Marcos,0,3,2,1,NA,NA
SUD-1985,823c8323-1e42-11e4-b4cd-db5882bf8def,625,SUD,Abdul Rahman Swaredahab,1985-04-06,1986-05-06,Irregular,Regular,Regular,0,OK,M,1934,-777,NA,NA,NA,1,1,0,0,NA,NA
SUD-1986,823c5252-1e42-11e4-b4cd-db5882bf8def,625,SUD,Sadiq al-Mahdi,1986-05-06,1989-06-30,Regular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1935,-777,1935-12-25,NA,NA,0,3,6,1,NA,NA
SUD-1989,823c8325-1e42-11e4-b4cd-db5882bf8def,625,SUD,Al-Bashir,1989-06-30,2015-12-31,Irregular,Still in Office,Still in Office,0,Leader Still in Office,M,1944,-777,1944-01-01,NA,http://dbpedia.org/resource/Omar_al-Bashir,1,-888,-888,-888,NA,NA
SSD-2011,149fea92-aae0-11e4-b3bc-29f2fa19767e,626,SSD,Salva Kiir,2011-07-09,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1951,-777,1951-09-13,NA,NA,0,-888,-888,-888,NA,NA
FJI-1987-1,824f965b-1e42-11e4-b4cd-db5882bf8def,950,FJI,Bavadra,1987-04-13,1987-05-14,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1934,1989,NA,1989-11-03,NA,0,3,6,2,NA,NA
GUA-1945,81e587c3-1e42-11e4-b4cd-db5882bf8def,90,GUA,Arevalo,1945-03-15,1951-03-01,Regular,Regular,Regular,0,Exile,M,1904,1990,1904-09-10,1990-10-06,http://dbpedia.org/resource/Juan_Jos%C3%A9_Ar%C3%A9valo,0,1,0,1,NA,NA
SAL-1980,81e8950d-1e42-11e4-b4cd-db5882bf8def,92,SAL,Duarte,1980-12-13,1982-05-02,Irregular,Regular,Regular,0,OK,M,1925,1990,1925-11-23,1990-02-23,NA,1,1,0,0,NA,NA
SAL-1984,81e8950d-1e42-11e4-b4cd-db5882bf8def,92,SAL,Duarte,1984-06-01,1989-06-01,Regular,Regular,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1925,1990,1925-11-23,1990-02-23,NA,0,1,0,-777,NA,NA
COS-1948-2,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1948-05-08,1949-11-08,Irregular,Regular,Regular,0,OK,M,1906,1990,1906-09-25,1990-06-08,http://dbpedia.org/resource/Jos%C3%A9_Figueres_Ferrer,1,1,0,0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0
COS-1953,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1953-11-08,1958-05-08,Regular,Regular,Regular,1,OK,M,1906,1990,1906-09-25,1990-06-08,http://dbpedia.org/resource/Jos%C3%A9_Figueres_Ferrer,0,1,0,0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0
COS-1970,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1970-05-08,1974-05-08,Regular,Regular,Regular,2,OK,M,1906,1990,1906-09-25,1990-06-08,http://dbpedia.org/resource/Jos%C3%A9_Figueres_Ferrer,0,1,0,0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0
PAN-1964,81f312d4-1e42-11e4-b4cd-db5882bf8def,95,PAN,Robles,1964-10-01,1968-10-01,Regular,Regular,Regular,0,Exile,M,1905,1990,1905-11-08,NA,NA,0,1,0,1,NA,NA
COL-1945,81f437cd-1e42-11e4-b4cd-db5882bf8def,100,COL,Lleras Camargo,1945-08-07,1946-08-07,Regular,Regular,Regular,0,OK,M,1906,1990,1906-07-03,1990-01-04,http://dbpedia.org/resource/Alberto_Lleras_Camargo,0,1,0,0,Cousin (distant) of Lleras Restropo%81f49973-1e42-11e4-b4cd-db5882bf8def,0
IRN-1989-1,823ce4ca-1e42-11e4-b4cd-db5882bf8def,630,IRN,Khamenei,1989-06-04,1989-08-03,Regular,Regular,Regular,0,OK,M,1939,-777,1939-07-15,NA,NA,0,1,0,0,NA,NA
IRN-1989-2,823ce4cb-1e42-11e4-b4cd-db5882bf8def,630,IRN,Rafsanjani,1989-08-17,1997-08-03,Regular,Regular,Regular,0,OK,M,1943,-777,1943-09-29,NA,NA,0,1,0,0,NA,NA
IRN-1997,823ce4cc-1e42-11e4-b4cd-db5882bf8def,630,IRN,Khatami,1997-08-03,2005-08-03,Regular,Regular,Regular,0,OK,M,1946,-777,1946-02-02,NA,NA,0,1,0,0,NA,NA
IRN-2005,82545b2a-1e42-11e4-b4cd-db5882bf8def,630,IRN,Ahmadinejad,2005-08-03,2013-08-03,Regular,Regular,Regular,0,OK,M,1956,-777,1956-10-28,NA,NA,0,1,0,0,NA,NA
IRN-2013,2b3c6720-3481-11e4-8dba-bbcd9ed46413,630,IRN,Rouhani,2013-08-03,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1948,-777,1948-11-12,NA,NA,0,-888,-888,-888,NA,NA
COL-1958,81f437cd-1e42-11e4-b4cd-db5882bf8def,100,COL,Lleras Camargo,1958-08-07,1962-08-07,Regular,Regular,Regular,1,OK,M,1906,1990,1906-07-03,1990-01-04,http://dbpedia.org/resource/Alberto_Lleras_Camargo,0,1,0,0,Cousin (distant) of Lleras Restropo%81f49973-1e42-11e4-b4cd-db5882bf8def,0
ECU-1976,81f83946-1e42-11e4-b4cd-db5882bf8def,130,ECU,Poveda Burbano,1976-01-11,1979-08-10,Irregular,Regular,Regular,0,OK,M,1926,1990,NA,1990-06-07,NA,1,1,0,0,NA,NA
SWZ-1963,820f4df2-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Spuhler,1963-01-01,1963-12-31,Regular,Regular,Regular,0,OK,M,1902,1990,1902-01-31,NA,NA,0,1,0,0,NA,NA
SWZ-1964,820f7ecc-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Moos,1964-01-01,1964-12-31,Regular,Regular,Regular,0,OK,M,1910,1990,1910-01-31,NA,NA,0,1,0,0,NA,NA
SWZ-1968,820f4df2-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Spuhler,1968-01-01,1968-12-31,Regular,Regular,Regular,1,OK,M,1902,1990,1902-01-31,NA,NA,0,1,0,0,NA,NA
SWZ-1969,820f7ecc-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Moos,1969-01-01,1969-12-31,Regular,Regular,Regular,1,OK,M,1910,1990,1910-01-31,NA,NA,0,1,0,0,NA,NA
AUS-1970,8216be62-1e42-11e4-b4cd-db5882bf8def,305,AUS,Kreisky,1970-04-20,1983-05-24,Regular,Regular,Regular,0,OK,M,1911,1990,1911-01-22,1990-07-29,http://dbpedia.org/resource/Bruno_Kreisky,0,1,0,0,NA,NA
ITA-1968-2,82196a0f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rumor,1968-12-13,1970-07-06,Regular,Regular,Regular,0,OK,M,1915,1990,1915-06-16,NA,http://dbpedia.org/resource/Mariano_Rumor,0,1,0,0,NA,NA
ITA-1973,82196a0f-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rumor,1973-07-08,1974-11-23,Regular,Regular,Regular,1,OK,M,1915,1990,1915-06-16,NA,http://dbpedia.org/resource/Mariano_Rumor,0,1,0,0,NA,NA
