obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpedia.uri,num.entry,num.exit,num.exitcode,num.posttenurefate,fties,ftcur
POL-1990,821537c2-1e42-11e4-b4cd-db5882bf8def,290,POL,Walesa,1990-12-22,1995-12-23,Regular,Regular,Regular,0,OK,M,1943,-777,1943-09-29,NA,http://dbpedia.org/resource/Lech_Wa%C5%82%C4%99sa,0,1,0,0,NA,NA
POL-1995,821537c3-1e42-11e4-b4cd-db5882bf8def,290,POL,Kwasniewski,1995-12-23,2005-12-23,Regular,Regular,Regular,0,OK,M,1954,-777,1954-11-15,NA,http://dbpedia.org/resource/Aleksander_Kwa%C5%9Bniewski,0,1,0,0,NA,NA
LBR-1920,822ec73e-1e42-11e4-b4cd-db5882bf8def,450,LBR,Burgess King,1920-01-05,1930-12-03,Regular,Regular,Regular,0,OK,M,1875,1961,NA,NA,NA,0,1,0,0,NA,NA
POL-2010-1,82517eac-1e42-11e4-b4cd-db5882bf8def,290,POL,Komorowski,2010-04-10,2010-07-08,Regular,Regular,Regular,0,OK,M,1952,-777,1952-06-04,NA,NA,0,1,0,0,NA,NA
POL-2010-2,82517ead-1e42-11e4-b4cd-db5882bf8def,290,POL,Borusewicz,2010-07-08,2010-07-08,Regular,Regular,Regular,0,OK,M,1949,-777,1949-01-11,NA,NA,0,1,0,0,NA,NA
POL-2010-3,8251af7c-1e42-11e4-b4cd-db5882bf8def,290,POL,Schetyna,2010-07-08,2010-08-06,Regular,Regular,Regular,0,OK,M,1963,-777,NA,NA,NA,0,1,0,0,NA,NA
POL-2010-4,82517eac-1e42-11e4-b4cd-db5882bf8def,290,POL,Komorowski,2010-08-06,2015-08-06,Regular,Regular,Regular,1,Missing: Left Office after 2014-12-31,M,1952,-777,1952-06-04,NA,NA,0,1,0,-999,NA,NA
DRC-1960-1,8231d491-1e42-11e4-b4cd-db5882bf8def,490,DRC,Lumumba,1960-06-30,1960-09-14,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1925,1961,1925-07-02,1961-01-17,http://dbpedia.org/resource/Patrice_Lumumba,0,3,6,3,NA,NA
MOR-1956,823b8f02-1e42-11e4-b4cd-db5882bf8def,600,MOR,Mohammed V,1956-03-02,1961-02-26,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1909,1961,1909-08-10,1961-02-26,http://dbpedia.org/resource/Mohammed_V_of_Morocco,1,2,0,-777,NA,NA
TUR-1950,823d467c-1e42-11e4-b4cd-db5882bf8def,640,TUR,Menderes,1950-05-22,1960-05-27,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1899,1961,NA,1961-09-17,http://dbpedia.org/resource/Adnan_Menderes,0,3,6,3,NA,NA
AUL-1939-1,824ddedb-1e42-11e4-b4cd-db5882bf8def,900,AUL,Page,1939-04-07,1939-04-26,Regular,Regular,Regular,0,OK,M,1888,1961,1888-08-08,1961-12-20,http://dbpedia.org/resource/Earle_Page,0,1,0,0,NA,NA
NEW-1949,824f03db-1e42-11e4-b4cd-db5882bf8def,920,NEW,Holland,1949-12-13,1957-09-20,Regular,Retired Due to Ill Health,Regular,0,OK,M,1893,1961,1893-10-18,1961-08-05,http://dbpedia.org/resource/Sidney_Holland,0,2.1,0,0,NA,NA
HAI-1957-6,81e06147-1e42-11e4-b4cd-db5882bf8def,41,HAI,Kebreau,1957-06-14,1957-10-15,Irregular,Regular,Regular,0,Exile,M,1909,1962,1909-11-11,NA,http://dbpedia.org/resource/Antonio_Thrasybule_Kebreau,1,1,0,1,NA,NA
SAL-1934,81e80291-1e42-11e4-b4cd-db5882bf8def,92,SAL,"Menendez, A.I.",1934-08-29,1935-02-28,Regular,Regular,Regular,0,OK,M,1879,1962,NA,NA,NA,0,1,0,0,NA,NA
SAL-1944-1,81e80291-1e42-11e4-b4cd-db5882bf8def,92,SAL,"Menendez, A.I.",1944-05-09,1944-10-21,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1879,1962,NA,NA,NA,1,3,6,1,NA,NA
COS-1914,81ea7d5d-1e42-11e4-b4cd-db5882bf8def,94,COS,Alfredo Gonzalez Flores,1914-05-08,1917-01-27,Regular,Irregular,Unknown,0,Exile,M,1877,1962,1877-06-15,NA,NA,0,3,-999,1,NA,NA
PAN-1931-1,81f24f78-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, H.",1931-01-03,1931-01-16,Irregular,Regular,Regular,0,OK,M,1886,1962,1886-07-03,1962-12-23,NA,1,1,0,0,"Brother of Arias, A.%81f2804c-1e42-11e4-b4cd-db5882bf8def",0
PAN-1932,81f24f78-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, H.",1932-10-01,1936-10-01,Regular,Regular,Regular,1,OK,M,1886,1962,1886-07-03,1962-12-23,NA,0,1,0,0,"Brother of Arias, A.%81f2804c-1e42-11e4-b4cd-db5882bf8def",0
ECU-1937,81f7a6cb-1e42-11e4-b4cd-db5882bf8def,130,ECU,Enriquez Gallo,1937-10-23,1938-08-10,Irregular,Regular,Regular,0,OK,M,1895,1962,1895-07-24,NA,NA,1,1,0,0,NA,NA
ARG-1943-2,820318b2-1e42-11e4-b4cd-db5882bf8def,160,ARG,Ramirez,1943-06-07,1944-02-24,Irregular,Regular,Regular,0,OK,M,1884,1962,1884-01-30,NA,NA,1,1,0,0,NA,NA
FRN-1933-2,820ca252-1e42-11e4-b4cd-db5882bf8def,220,FRN,Sarraut,1933-10-24,1933-11-22,Regular,Regular,Regular,0,OK,M,1872,1962,NA,NA,http://dbpedia.org/resource/Albert_Sarraut,0,1,0,0,NA,NA
FRN-1936-1,820ca252-1e42-11e4-b4cd-db5882bf8def,220,FRN,Sarraut,1936-01-25,1936-06-03,Regular,Regular,Regular,1,OK,M,1872,1962,NA,NA,http://dbpedia.org/resource/Albert_Sarraut,0,1,0,0,NA,NA
SWZ-1945,820eec4a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Steiger,1945-01-01,1945-12-31,Regular,Regular,Regular,0,OK,M,1881,1962,1881-07-02,NA,NA,0,1,0,0,NA,NA
SWZ-1951,820eec4a-1e42-11e4-b4cd-db5882bf8def,225,SWZ,von Steiger,1951-01-01,1951-12-31,Regular,Regular,Regular,1,OK,M,1881,1962,1881-07-02,NA,NA,0,1,0,0,NA,NA
SWZ-1958,820f4def-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Holenstein,1958-01-01,1958-12-31,Regular,Regular,Regular,0,OK,M,1896,1962,1896-12-07,NA,NA,0,1,0,0,NA,NA
SPN-1933-2,8211c8c7-1e42-11e4-b4cd-db5882bf8def,230,SPN,Martinez Barro,1933-10-09,1933-12-16,Regular,Regular,Regular,0,OK,M,1883,1962,1883-11-25,NA,NA,0,1,0,0,NA,NA
SPN-1936-3,8211c8c7-1e42-11e4-b4cd-db5882bf8def,230,SPN,Martinez Barro,1936-07-19,1936-07-19,Regular,Regular,Regular,1,OK,M,1883,1962,1883-11-25,NA,NA,0,1,0,0,NA,NA
SPN-1936-4,8211f99a-1e42-11e4-b4cd-db5882bf8def,230,SPN,Giral y Pereyra,1936-07-19,1936-09-04,Regular,Regular,Regular,0,OK,M,1879,1962,1879-10-22,NA,NA,0,1,0,0,NA,NA
GMY-1925,8213b118-1e42-11e4-b4cd-db5882bf8def,255,GMY,Luther,1925-01-15,1926-05-12,Regular,Regular,Regular,0,OK,M,1879,1962,1879-03-10,1962-05-11,http://dbpedia.org/resource/Hans_Luther,0,1,0,0,NA,NA
AUS-1983,8216be63-1e42-11e4-b4cd-db5882bf8def,305,AUS,Sinowatz,1983-05-24,1986-06-16,Regular,Regular,Regular,0,OK,M,1929,-777,1929-02-05,NA,NA,0,1,0,0,NA,NA
AUS-1986,8216ef36-1e42-11e4-b4cd-db5882bf8def,305,AUS,Vranitzky,1986-06-16,1997-01-28,Regular,Regular,Regular,0,OK,M,1937,-777,1937-10-04,NA,http://dbpedia.org/resource/Franz_Vranitzky,0,1,0,0,NA,NA
AUS-1997,8216ef37-1e42-11e4-b4cd-db5882bf8def,305,AUS,Klima,1997-01-28,2000-02-04,Regular,Regular,Regular,0,OK,M,1947,-777,1947-06-04,NA,http://dbpedia.org/resource/Viktor_Klima,0,1,0,0,NA,NA
AUS-2000,8216ef38-1e42-11e4-b4cd-db5882bf8def,305,AUS,Schussel,2000-02-05,2007-01-11,Regular,Regular,Regular,0,OK,M,1945,-777,1945-06-07,NA,http://dbpedia.org/resource/Wolfgang_Sch%C3%BCssel,0,1,0,0,NA,NA
AUS-2007,8251af7d-1e42-11e4-b4cd-db5882bf8def,305,AUS,Gusenbauer,2007-01-11,2008-12-02,Regular,Regular,Regular,0,OK,M,1960,-777,NA,NA,NA,0,1,0,0,NA,NA
AUS-2008,8251af7e-1e42-11e4-b4cd-db5882bf8def,305,AUS,Faymann,2008-12-02,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1960,-777,1960-05-04,NA,NA,0,-888,-888,-888,NA,NA
LAT-1933,8221cea9-1e42-11e4-b4cd-db5882bf8def,367,LAT,Blodnieks,1933-03-25,1934-03-02,Regular,Regular,Regular,0,Missing: No Information Found,M,1889,1962,NA,NA,NA,0,1,0,-666,NA,NA
DEN-1942-2,8227b870-1e42-11e4-b4cd-db5882bf8def,390,DEN,Scavenius,1942-11-09,1943-08-30,Regular,Foreign,Removed through Threat of Foreign Force,0,OK,M,1877,1962,1877-06-13,NA,http://dbpedia.org/resource/Erik_Scavenius,0,4,9,0,NA,NA
DEN-1945-2,19781588-3bbd-11e5-afeb-eb6f07f9fec7,390,DEN,Kristensen,1945-11-08,1947-10-04,Regular,Regular,Regular,1,OK,M,1880,1962,1880-10-26,1962-09-29,http://dbpedia.org/resource/Knud_Kristensen,0,1,0,0,NA,NA
TUN-1943,823c217a-1e42-11e4-b4cd-db5882bf8def,616,TUN,Muhammad al-Amin,1943-05-15,1957-07-25,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Imprisonment,M,1881,1962,1881-09-04,NA,NA,0,3,8,2,NA,NA
YEM-1948-2,8241a9a0-1e42-11e4-b4cd-db5882bf8def,678,YEM,Ibn Yahya Hamid,1948-03-13,1962-09-18,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1891,1962,NA,1962-09-18,NA,1,2,0,-777,NA,NA
USA-1961,81dd53f6-1e42-11e4-b4cd-db5882bf8def,2,USA,Kennedy,1961-01-20,1963-11-22,Regular,Irregular,Assassination by Unsupported Individual,0,Death,M,1917,1963,NA,NA,http://dbpedia.org/resource/John_F._Kennedy,0,3,11,3,NA,NA
MEX-1930,81e40117-1e42-11e4-b4cd-db5882bf8def,70,MEX,Ortiz Rubio,1930-02-05,1932-09-04,Regular,Regular,Regular,0,Exile,M,1877,1963,1877-03-10,NA,http://dbpedia.org/resource/Pascual_Ortiz_Rubio,0,1,0,1,NA,NA
URU-1962,8205c458-1e42-11e4-b4cd-db5882bf8def,165,URU,Harrison,1962-03-01,1963-03-01,Regular,Regular,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1900,1963,NA,NA,NA,0,1,0,-777,NA,NA
BEL-1939,820a5856-1e42-11e4-b4cd-db5882bf8def,211,BEL,Pierlot,1939-02-09,1940-05-28,Regular,Foreign,Removed through Threat of Foreign Force,0,Exile,M,1883,1963,NA,NA,NA,0,4,9,1,NA,NA
BEL-1944,820a5856-1e42-11e4-b4cd-db5882bf8def,211,BEL,Pierlot,1944-09-03,1945-02-07,Regular,Regular,Regular,1,OK,M,1883,1963,NA,NA,NA,0,1,0,0,NA,NA
FRN-1930-1,820ca24d-1e42-11e4-b4cd-db5882bf8def,220,FRN,Chautemps,1930-02-21,1930-03-02,Regular,Regular,Regular,0,OK,M,1885,1963,NA,NA,http://dbpedia.org/resource/Camille_Chautemps,0,1,0,0,NA,NA
HUN-1989,821750ec-1e42-11e4-b4cd-db5882bf8def,310,HUN,Szuros,1989-10-18,1990-05-02,Regular,Regular,Regular,0,OK,M,1933,-777,1933-09-11,NA,http://dbpedia.org/resource/M%C3%A1ty%C3%A1s_Sz%C5%B1r%C3%B6s,0,1,0,0,NA,NA
FRN-1933-3,820ca24d-1e42-11e4-b4cd-db5882bf8def,220,FRN,Chautemps,1933-11-22,1934-01-30,Regular,Regular,Regular,1,OK,M,1885,1963,NA,NA,http://dbpedia.org/resource/Camille_Chautemps,0,1,0,0,NA,NA
HUN-1993,821781bc-1e42-11e4-b4cd-db5882bf8def,310,HUN,Boross,1993-12-12,1994-07-15,Regular,Regular,Regular,0,OK,M,1928,-777,NA,NA,NA,0,1,0,0,NA,NA
HUN-1994,821781bd-1e42-11e4-b4cd-db5882bf8def,310,HUN,Horn,1994-07-15,1998-07-06,Regular,Regular,Regular,0,OK,M,1932,-777,NA,NA,http://dbpedia.org/resource/Gyula_Horn,0,1,0,0,NA,NA
HUN-1998,821781be-1e42-11e4-b4cd-db5882bf8def,310,HUN,Orban,1998-07-06,2002-05-27,Regular,Regular,Regular,0,OK,M,1963,-777,NA,NA,NA,0,1,0,0,NA,NA
HUN-2002,821781bf-1e42-11e4-b4cd-db5882bf8def,310,HUN,Peter Medgyessy,2002-05-27,2004-09-29,Regular,Regular,Regular,0,OK,M,1942,-777,1942-10-19,NA,http://dbpedia.org/resource/P%C3%A9ter_Medgyessy,0,1,0,0,NA,NA
HUN-2004,821781c0-1e42-11e4-b4cd-db5882bf8def,310,HUN,Ferenc Gyurcsany,2004-09-29,2009-04-14,Regular,Regular,Regular,0,OK,M,1961,-777,1961-06-04,NA,http://dbpedia.org/resource/Ferenc_Gyurcs%C3%A1ny,0,1,0,0,NA,NA
HUN-2009,8251af7f-1e42-11e4-b4cd-db5882bf8def,310,HUN,Bajnai,2009-04-14,2010-05-29,Regular,Regular,Regular,0,OK,M,1968,-777,NA,NA,NA,0,1,0,0,NA,NA
HUN-2010,821781be-1e42-11e4-b4cd-db5882bf8def,310,HUN,Orban,2010-05-29,2015-12-31,Regular,Still in Office,Still in Office,1,Leader Still in Office,M,1963,-777,1963-05-31,NA,NA,0,-888,-888,-888,NA,NA
FRN-1937,820ca24d-1e42-11e4-b4cd-db5882bf8def,220,FRN,Chautemps,1937-06-23,1938-03-12,Regular,Regular,Regular,2,OK,M,1885,1963,NA,NA,http://dbpedia.org/resource/Camille_Chautemps,0,1,0,0,NA,NA
FRN-1947-2,820d03f7-1e42-11e4-b4cd-db5882bf8def,220,FRN,Schuman,1947-11-24,1948-07-19,Regular,Regular,Regular,0,OK,M,1886,1963,NA,NA,http://dbpedia.org/resource/Robert_Schuman,0,1,0,0,NA,NA
FRN-1948-2,820d03f7-1e42-11e4-b4cd-db5882bf8def,220,FRN,Schuman,1948-08-31,1948-09-08,Regular,Regular,Regular,1,OK,M,1886,1963,NA,NA,http://dbpedia.org/resource/Robert_Schuman,0,1,0,0,NA,NA
ITA-1960-1,8219393e-1e42-11e4-b4cd-db5882bf8def,325,ITA,Tambroni,1960-03-25,1960-07-19,Regular,Regular,Regular,0,OK,M,1901,1963,NA,NA,http://dbpedia.org/resource/Fernando_Tambroni,0,1,0,0,NA,NA
EST-1928,82210b58-1e42-11e4-b4cd-db5882bf8def,366,EST,Rei,1928-11-19,1929-07-03,Regular,Regular,Regular,0,OK,M,1886,1963,1886-03-22,NA,NA,0,1,0,0,NA,NA
ICE-1944-1,82281a1b-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thordarson,1944-05-17,1944-10-21,Regular,Regular,Regular,0,OK,M,1879,1963,NA,NA,NA,0,1,0,0,NA,NA
TOG-1960,82301d15-1e42-11e4-b4cd-db5882bf8def,461,TOG,Olympio,1960-04-27,1963-01-13,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1902,1963,1902-09-06,1963-01-13,NA,0,3,6,3,Brother-in-law of Grunitzky%82301d16-1e42-11e4-b4cd-db5882bf8def,0
IRQ-1958,823dd8fc-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Karrim Kassem,1958-07-14,1963-02-08,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1914,1963,1914-05-04,1963-02-09,NA,1,3,6,3,NA,NA
PAK-1953,824825e7-1e42-11e4-b4cd-db5882bf8def,770,PAK,Mohammed Ali,1953-04-17,1955-08-08,Regular,Regular,Regular,0,OK,M,1909,1963,1909-10-19,NA,http://dbpedia.org/resource/Muhammad_Ali_Bogra,0,1,0,0,NA,NA
PAK-1956,824856b7-1e42-11e4-b4cd-db5882bf8def,770,PAK,Shahid Suhrawardy,1956-09-12,1957-10-17,Regular,Regular,Regular,0,OK,M,1893,1963,1893-09-08,NA,NA,0,1,0,0,NA,NA
THI-1958,824aa0be-1e42-11e4-b4cd-db5882bf8def,800,THI,Sarit,1958-10-20,1963-12-08,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1908,1963,1908-06-16,NA,NA,1,2,0,-777,NA,NA
CZE-1989,82181438-1e42-11e4-b4cd-db5882bf8def,315,CZE,Calfa,1989-12-17,1992-07-01,Regular,Regular,Regular,0,OK,M,1946,-777,NA,NA,http://dbpedia.org/resource/Mari%C3%A1n_%C4%8Calfa,0,1,0,0,NA,NA
CZE-1992,82181439-1e42-11e4-b4cd-db5882bf8def,315,CZE,Strasky,1992-07-01,1992-12-31,Regular,Regular,Regular,0,OK,M,1940,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-1993,8218143a-1e42-11e4-b4cd-db5882bf8def,316,CZR,Klaus,1993-01-01,1997-12-17,Regular,Regular,Regular,0,OK,M,1941,-777,1941-06-19,NA,http://dbpedia.org/resource/Josef_Klaus,0,1,0,0,NA,NA
CZR-1997,8218143b-1e42-11e4-b4cd-db5882bf8def,316,CZR,Tosovsky,1997-12-17,1998-07-17,Regular,Regular,Regular,0,OK,M,1950,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-1998,8218143c-1e42-11e4-b4cd-db5882bf8def,316,CZR,Zeman,1998-07-17,2002-07-12,Regular,Regular,Regular,0,OK,M,1944,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-2002,8218450c-1e42-11e4-b4cd-db5882bf8def,316,CZR,Spidla,2002-07-12,2004-07-26,Regular,Regular,Regular,0,OK,M,1951,-777,1951-04-22,NA,NA,0,1,0,0,NA,NA
CZR-2004,8218450d-1e42-11e4-b4cd-db5882bf8def,316,CZR,Stanislav Gross,2004-07-26,2005-04-25,Regular,Regular,Regular,0,OK,M,1969,-777,1969-10-30,NA,http://dbpedia.org/resource/Stanislav_Gross,0,1,0,0,NA,NA
CZR-2005,8251af80-1e42-11e4-b4cd-db5882bf8def,316,CZR,Paroubek,2005-04-25,2006-09-04,Regular,Regular,Regular,0,OK,M,1952,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-2006,8251af81-1e42-11e4-b4cd-db5882bf8def,316,CZR,Topolanek,2006-09-04,2009-05-08,Regular,Regular,Regular,0,OK,M,1956,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-2009,8251e050-1e42-11e4-b4cd-db5882bf8def,316,CZR,Fischer,2009-05-08,2010-07-13,Regular,Regular,Regular,0,OK,M,1951,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-2010,8251e051-1e42-11e4-b4cd-db5882bf8def,316,CZR,Necas,2010-07-13,2013-07-10,Regular,Regular,Regular,0,OK,M,1964,-777,NA,NA,NA,0,1,0,0,NA,NA
CZR-2013,2b37a457-3481-11e4-8dba-bbcd9ed46413,316,CZR,Rusnok,2013-07-10,2014-01-29,Regular,Regular,Regular,0,OK,M,1960,-777,1960-10-16,NA,NA,0,1,0,0,NA,NA
CZR-2014,149e3ccf-aae0-11e4-b3bc-29f2fa19767e,316,CZR,Sobotka,2014-01-29,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1971,-777,1971-10-23,NA,NA,0,-888,-888,-888,NA,NA
SLO-1993,8218450e-1e42-11e4-b4cd-db5882bf8def,317,SLO,Meciar,1993-01-01,1994-03-16,Regular,Regular,Regular,0,OK,M,1942,-777,1942-07-26,NA,http://dbpedia.org/resource/Vladim%C3%ADr_Me%C4%8Diar,0,1,0,0,NA,NA
SLO-1994-1,8218450f-1e42-11e4-b4cd-db5882bf8def,317,SLO,Moravcik,1994-03-16,1994-12-13,Regular,Regular,Regular,0,OK,M,1945,-777,NA,NA,NA,0,1,0,0,NA,NA
SLO-1994-2,8218450e-1e42-11e4-b4cd-db5882bf8def,317,SLO,Meciar,1994-12-13,1998-10-30,Regular,Regular,Regular,1,OK,M,1942,-777,1942-07-26,NA,http://dbpedia.org/resource/Vladim%C3%ADr_Me%C4%8Diar,0,1,0,0,NA,NA
SLO-1998,82184510-1e42-11e4-b4cd-db5882bf8def,317,SLO,Dzurinda,1998-10-30,2006-07-04,Regular,Regular,Regular,0,OK,M,1955,-777,1955-02-04,NA,http://dbpedia.org/resource/Mikul%C3%A1%C5%A1_Dzurinda,0,1,0,0,NA,NA
SLO-2006,8251e052-1e42-11e4-b4cd-db5882bf8def,317,SLO,Fico,2006-07-04,2010-07-08,Regular,Regular,Regular,0,OK,M,1964,-777,NA,NA,NA,0,1,0,0,NA,NA
SLO-2010,8251e053-1e42-11e4-b4cd-db5882bf8def,317,SLO,Radicova,2010-07-08,2012-04-04,Regular,Regular,Regular,0,OK,F,1956,-777,NA,NA,NA,0,1,0,0,NA,NA
SLO-2012,8251e052-1e42-11e4-b4cd-db5882bf8def,317,SLO,Fico,2012-04-04,2015-12-31,Regular,Still in Office,Still in Office,1,Leader Still in Office,M,1964,-777,1964-09-15,NA,NA,0,-888,-888,-888,NA,NA
RVN-1954-3,824c275e-1e42-11e4-b4cd-db5882bf8def,817,RVN,Ngo Dinh Diem,1954-06-26,1963-11-01,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1901,1963,1901-01-03,1963-11-01,http://dbpedia.org/resource/Ngo_Dinh_Diem,1,3,6,3,NA,NA
USA-1929,81dd53f2-1e42-11e4-b4cd-db5882bf8def,2,USA,Hoover,1929-03-04,1933-03-04,Regular,Regular,Regular,0,OK,M,1874,1964,NA,NA,http://dbpedia.org/resource/Herbert_Hoover,0,1,0,0,NA,NA
CUB-1934-1,81df0b74-1e42-11e4-b4cd-db5882bf8def,40,CUB,Hevia,1934-01-15,1934-01-18,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,OK,M,1900,1964,NA,NA,http://dbpedia.org/resource/Carlos_Hevia,1,3,16,0,NA,NA
NIC-1911,81e92789-1e42-11e4-b4cd-db5882bf8def,93,NIC,Adolfo Diaz,1911-05-09,1916-12-31,Irregular,Regular,Regular,0,OK,M,1875,1964,NA,NA,NA,1,1,0,0,NA,NA
NIC-1926-2,81e92789-1e42-11e4-b4cd-db5882bf8def,93,NIC,Adolfo Diaz,1926-10-30,1929-01-01,Regular,Regular,Regular,1,Exile,M,1875,1964,NA,NA,NA,0,1,0,1,NA,NA
PAN-1955-1,81f2e200-1e42-11e4-b4cd-db5882bf8def,95,PAN,Guizado,1955-01-03,1955-01-15,Regular,Regular,Regular,0,Imprisonment,M,1899,1964,NA,NA,NA,0,1,0,2,NA,NA
BOL-1939,81fd9095-1e42-11e4-b4cd-db5882bf8def,145,BOL,Quintanila,1939-08-23,1940-04-15,Irregular,Regular,Regular,0,OK,M,1888,1964,NA,NA,NA,1,1,0,0,NA,NA
URU-1947-2,820562af-1e42-11e4-b4cd-db5882bf8def,165,URU,Batlle Berres,1947-08-01,1951-03-01,Regular,Regular,Regular,0,OK,M,1897,1964,1897-11-26,1964-07-15,NA,0,1,0,0,NA,NA
URU-1955,820562af-1e42-11e4-b4cd-db5882bf8def,165,URU,Batlle Berres,1955-03-01,1956-03-01,Regular,Regular,Regular,1,OK,M,1897,1964,1897-11-26,1964-07-15,NA,0,1,0,0,NA,NA
URU-1957,82059381-1e42-11e4-b4cd-db5882bf8def,165,URU,Lezama,1957-03-01,1958-03-01,Regular,Regular,Regular,0,OK,M,1899,1964,NA,NA,NA,0,1,0,0,NA,NA
URU-1960,8205c456-1e42-11e4-b4cd-db5882bf8def,165,URU,Nardone,1960-03-01,1961-03-01,Regular,Regular,Regular,0,OK,M,1907,1964,NA,NA,NA,0,1,0,0,NA,NA
URU-1963,8205f532-1e42-11e4-b4cd-db5882bf8def,165,URU,Crespo,1963-03-01,1964-03-02,Regular,Regular,Regular,0,OK,M,1901,1964,NA,NA,NA,0,1,0,0,NA,NA
AUS-1953,82165cbc-1e42-11e4-b4cd-db5882bf8def,305,AUS,Raab,1953-04-02,1961-04-11,Regular,Regular,Regular,0,OK,M,1891,1964,1891-11-29,NA,NA,0,1,0,0,NA,NA
GRC-1950-2,821d9c5c-1e42-11e4-b4cd-db5882bf8def,350,GRC,S. Venizelos,1950-03-23,1950-04-15,Regular,Regular,Regular,0,OK,M,1894,1964,NA,NA,NA,0,1,0,0,Son of Venizelos%821ca82f-1e42-11e4-b4cd-db5882bf8def,1
GRC-1950-4,821d9c5c-1e42-11e4-b4cd-db5882bf8def,350,GRC,S. Venizelos,1950-08-21,1951-11-01,Regular,Regular,Regular,1,OK,M,1894,1964,NA,NA,NA,0,1,0,0,Son of Venizelos%821ca82f-1e42-11e4-b4cd-db5882bf8def,1
SWD-1925,82256e7a-1e42-11e4-b4cd-db5882bf8def,380,SWD,Sandler,1925-01-24,1926-06-02,Regular,Regular,Regular,0,OK,M,1884,1964,1884-01-29,NA,http://dbpedia.org/resource/Rickard_Sandler,0,1,0,0,NA,NA
ICE-1944-2,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1944-10-21,1947-02-03,Regular,Regular,Regular,0,OK,M,1892,1964,1892-01-19,NA,http://dbpedia.org/resource/%C3%93lafur_Thors,0,1,0,0,NA,NA
ICE-1949,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1949-12-06,1950-03-14,Regular,Regular,Regular,1,OK,M,1892,1964,1892-01-19,NA,http://dbpedia.org/resource/%C3%93lafur_Thors,0,1,0,0,NA,NA
ICE-1953,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1953-09-13,1956-07-21,Regular,Regular,Regular,2,OK,M,1892,1964,1892-01-19,NA,http://dbpedia.org/resource/%C3%93lafur_Thors,0,1,0,0,NA,NA
ICE-1959,82281a1c-1e42-11e4-b4cd-db5882bf8def,395,ICE,Thors,1959-11-20,1963-11-12,Regular,Retired Due to Ill Health,Regular,3,OK,M,1892,1964,1892-01-19,NA,http://dbpedia.org/resource/%C3%93lafur_Thors,0,2.1,0,0,NA,NA
SIE-1961,822f59bb-1e42-11e4-b4cd-db5882bf8def,451,SIE,"Margai,M",1961-04-27,1964-04-28,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1895,1964,1895-12-07,1964-04-28,http://dbpedia.org/resource/Milton_Margai,0,2,0,-777,"Brother of Margai, A%822f8a8c-1e42-11e4-b4cd-db5882bf8def",0
SYR-1949-3,823f2ece-1e42-11e4-b4cd-db5882bf8def,652,SYR,Shishakli,1949-12-19,1954-02-28,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1909,1964,NA,NA,NA,1,3,6,1,NA,NA
LEB-1943,197926f8-3bbd-11e5-afeb-eb6f07f9fec7,660,LEB,EL Khoury,1943-11-22,1952-09-18,Regular,Regular,Regular,1,OK,M,1890,1964,1890-08-10,1964-01-11,NA,0,1,0,0,Relative-in-law of Moawad%823ff223-1e42-11e4-b4cd-db5882bf8def,0
